frame_nmr,vehicle_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
1704,855.0,[838.2529799296146 1353.5440046847375 1468.296365311039 2013.6347167676922],[1048 1791 1238 1876],0.5449519157409668,CE61WYL,0.4494510730586461
1706,855.0,[833.9015756240083 1362.518925589218 1465.3494804442862 2022.7505686368806],[1035 1801 1222 1885],0.5612685680389404,CE61CYL,0.32080599546609506
1708,855.0,[827.0628789888724 1371.821137775024 1462.425366609391 2032.3778470501961],[1043 1805 1232 1895],0.5544439554214478,CE61MYL,0.4681777918311875
1714,855.0,[811.7060491253933 1392.2278526450596 1451.9928118430694 2058.5869630833477],[1019 1846 1214 1930],0.50953209400177,CE61LYL,0.4799859603726592
1715,855.0,[807.3798875842406 1394.6758384946927 1449.2657479617267 2065.84555967561],[1016 1851 1214 1939],0.5677569508552551,CE61LYL,0.32178847166563557
1716,855.0,[807.2951509759365 1396.6938230454437 1450.0707730971603 2072.4479955488127],[1010 1852 1210 1944],0.5556207895278931,CE61MYL,0.2685935562734637
1718,855.0,[802.6275588190165 1403.0755171813553 1446.8385620381464 2086.083477243847],[1010 1866 1208 1955],0.5856916308403015,CE51WYL,0.3628477720622772
1719,855.0,[794.6388861113937 1402.2726251032307 1445.3559189214538 2087.3162822964764],[1006 1876 1200 1964],0.5774310231208801,CE61NYL,0.31827162446747576
1721,855.0,[780.5187724527482 1413.1260830777037 1442.255779521763 2097.9372350916506],[1002 1884 1198 1970],0.5648664236068726,CE61WYL,0.4367190719735625
1722,855.0,[775.0383218367572 1422.5293498257197 1439.5875116453415 2105.235525843514],[1007 1893 1198 1981],0.5416247248649597,CE61VYL,0.18559370716483803
1726,855.0,[766.4762036140414 1451.0429346988512 1442.918109345921 2130.5701978095235],[989 1905 1189 2001],0.5966482162475586,CE61LYL,0.5622902301881472
1729,855.0,[761.6618936216541 1463.0067314106034 1433.2913677676502 2121.345441642082],[980 1920 1183 2030],0.5174111723899841,CE61LYL,0.6829311391048046
1730,855.0,[760.4040324251309 1468.272466102721 1430.4853581599846 2118.1051167682954],[980 1935 1183 2038],0.5458571910858154,CE61CYL,0.6316134571985563
1731,855.0,[750.3767993957465 1480.225273326349 1424.7433900272606 2132.775212772929],[973 1938 1177 2042],0.5730971693992615,CE61CYL,0.39210810370836396
1734,855.0,[748.7270920516899 1489.9762386337966 1422.7564138574267 2143.2670610358227],[968 1958 1182 2050],0.6087650060653687,CE61CYL,0.46473633152036464
1737,855.0,[746.713918180053 1496.886264399443 1418.547819763838 2147.2243198127394],[959 1982 1173 2073],0.5859754085540771,CE61WYL,0.35371834451333967
1738,855.0,[745.2919219124524 1502.2502036908877 1417.828008117643 2150.9480088618857],[957 1987 1161 2075],0.5705951452255249,CE51IYL,0.17985788613111564
1739,935.0,[2244.039746156737 887.3928343709805 2686.2902095474024 1382.3457681545037],[2414 1223 2556 1302],0.5105322003364563,SC56DTP,0.08946345467542666
1740,855.0,[737.8820428198187 1515.7577507857707 1418.2752885143504 2156.487722024159],[953 1993 1171 2090],0.6158204078674316,CE61WYL,0.4655277186414319
1772,935.0,[2261.394771209473 957.4360698636651 2727.7488519039425 1473.5734108755569],[2422 1319 2573 1399],0.4256637394428253,SC55DFP,0.3989155475187362
1780,935.0,[2264.882980590791 966.3882410057892 2735.671082727539 1502.5139356578097],[2429 1334 2582 1415],0.4608004689216614,SC56DYP,0.24614689398322798
